key_id,lsn,op,z,w_clamped,sigma400_w,sigma1500_w,sigma6000_w,real_delta400,real_delta1500,real_delta6000,original_ts,perturbed_ts400
46,5239,u,-0.404227,-0.404227,-161.691,-606.341,-2425.365,-162,-607,-2426,1700000005239,1700000005077
46,5622,u,1.027825,1.027825,411.13,1541.738,6166.952,411,1541,6166,1700000005622,1700000006033
46,6087,u,0.6489,0.6489,259.56,973.35,3893.398,259,973,3893,1700000006087,1700000006346
46,6274,u,1.363835,1.363835,545.534,2045.752,8183.008,545,2045,8183,1700000006274,1700000006819
46,7395,u,0.457729,0.457729,183.091,686.593,2746.372,183,686,2746,1700000007395,1700000007578
47,47,r,1.046894,1.046894,418.758,1570.342,6281.366,418,1570,6281,1700000000047,1700000000465
47,4254,u,-0.20651,-0.20651,-82.604,-309.764,-1239.057,-83,-310,-1240,1700000004254,1700000004171
47,5688,u,0.927432,0.927432,370.973,1391.149,5564.595,370,1391,5564,1700000005688,1700000006058
48,48,r,0.498437,0.498437,199.375,747.655,2990.62,199,747,2990,1700000000048,1700000000247
48,4111,u,0.780251,0.780251,312.1,1170.376,4681.505,312,1170,4681,1700000004111,1700000004423
48,7236,u,0.081791,0.081791,32.716,122.687,490.746,32,122,490,1700000007236,1700000007268
49,49,r,0.110729,0.110729,44.291,166.093,664.372,44,166,664,1700000000049,1700000000093
49,1205,u,-1.917193,-1.917193,-766.877,-2875.79,-11503.161,-767,-2876,-11504,1700000001205,1700000000438
49,1233,u,0.09906,0.09906,39.624,148.59,594.361,39,148,594,1700000001233,1700000001272
49,3695,u,0.271199,0.271199,108.48,406.799,1627.194,108,406,1627,1700000003695,1700000003803
49,4275,u,0.255296,0.255296,102.118,382.943,1531.774,102,382,1531,1700000004275,1700000004377
49,5683,u,-0.815343,-0.815343,-326.137,-1223.015,-4892.06,-327,-1224,-4893,1700000005683,1700000005356
49,6045,u,-3.652777,-3.652777,-1461.111,-5479.166,-21916.665,-1462,-5480,-21917,1700000006045,1700000004583
49,6381,u,0.926438,0.926438,370.575,1389.656,5558.626,370,1389,5558,1700000006381,1700000006751
50,50,r,-0.027295,-0.027295,-10.918,-40.943,-163.772,-11,-41,-164,1700000000050,1700000000039
50,2124,u,0.648984,0.648984,259.593,973.475,3893.902,259,973,3893,1700000002124,1700000002383
50,3846,u,0.551809,0.551809,220.724,827.713,3310.854,220,827,3310,1700000003846,1700000004066
50,6298,u,0.768559,0.768559,307.424,1152.838,4611.353,307,1152,4611,1700000006298,1700000006605
51,51,r,0.939825,0.939825,375.93,1409.737,5638.95,375,1409,5638,1700000000051,1700000000426
51,2325,u,-0.210056,-0.210056,-84.022,-315.083,-1260.333,-85,-316,-1261,1700000002325,1700000002240
51,4175,u,1.369277,1.369277,547.711,2053.916,8215.663,547,2053,8215,1700000004175,1700000004722
52,52,r,-0.175933,-0.175933,-70.373,-263.9,-1055.6,-71,-264,-1056,1700000000052,1699999999981
52,6925,u,0.832217,0.832217,332.887,1248.325,4993.3,332,1248,4993,1700000006925,1700000007257
53,53,r,-0.080472,-0.080472,-32.189,-120.707,-482.829,-33,-121,-483,1700000000053,1700000000020
53,1805,u,-1.132475,-1.132475,-452.99,-1698.713,-6794.852,-453,-1699,-6795,1700000001805,1700000001352
53,1954,u,1.026213,1.026213,410.485,1539.32,6157.28,410,1539,6157,1700000001954,1700000002364
53,3105,u,-0.448264,-0.448264,-179.306,-672.397,-2689.586,-180,-673,-2690,1700000003105,1700000002925
53,3150,u,1.01684,1.01684,406.736,1525.26,6101.042,406,1525,6101,1700000003150,1700000003556
53,3494,u,-0.704306,-0.704306,-281.722,-1056.459,-4225.836,-282,-1057,-4226,1700000003494,1700000003212
53,4283,u,0.650788,0.650788,260.315,976.182,3904.728,260,976,3904,1700000004283,1700000004543
53,5102,u,-1.308591,-1.308591,-523.436,-1962.886,-7851.544,-524,-1963,-7852,1700000005102,1700000004578
53,5247,u,-0.969214,-0.969214,-387.686,-1453.821,-5815.283,-388,-1454,-5816,1700000005247,1700000004859
53,5731,u,0.678164,0.678164,271.266,1017.246,4068.983,271,1017,4068,1700000005731,1700000006002
53,5955,u,-0.628856,-0.628856,-251.543,-943.284,-3773.138,-252,-944,-3774,1700000005955,1700000005703
53,6420,u,2.425324,2.425324,970.13,3637.986,14551.946,970,3637,14551,1700000006420,1700000007390
53,6662,u,-0.221465,-0.221465,-88.586,-332.197,-1328.787,-89,-333,-1329,1700000006662,1700000006573
55,55,r,0.921735,0.921735,368.694,1382.603,5530.413,368,1382,5530,1700000000055,1700000000423
55,2396,u,-0.289239,-0.289239,-115.696,-433.859,-1735.435,-116,-434,-1736,1700000002396,1700000002280
55,2635,u,-0.246161,-0.246161,-98.464,-369.241,-1476.965,-99,-370,-1477,1700000002635,1700000002536
55,3415,u,-1.784921,-1.784921,-713.968,-2677.381,-10709.526,-714,-2678,-10710,1700000003415,1700000002701
55,3467,u,-0.241188,-0.241188,-96.475,-361.782,-1447.13,-97,-362,-1448,1700000003467,1700000003370
55,3875,u,1.476744,1.476744,590.698,2215.116,8860.465,590,2215,8860,1700000003875,1700000004465
55,4745,u,0.013698,0.013698,5.479,20.547,82.187,5,20,82,1700000004745,1700000004750
55,5359,u,-2.76379,-2.76379,-1105.516,-4145.686,-16582.742,-1106,-4146,-16583,1700000005359,1700000004253
55,5787,u,-0.463298,-0.463298,-185.319,-694.948,-2779.79,-186,-695,-2780,1700000005787,1700000005601
55,6300,u,-0.132719,-0.132719,-53.088,-199.078,-796.313,-54,-200,-797,1700000006300,1700000006246
55,7254,u,0.719491,0.719491,287.796,1079.236,4316.946,287,1079,4316,1700000007254,1700000007541
55,7268,u,-1.645674,-1.645674,-658.27,-2468.512,-9874.046,-659,-2469,-9875,1700000007268,1700000006609
